"Beitrag/Seite","URL","Inhaltstyp","Aufrufe","Anteil"
"
							Projektmitarbeiter  Projekt „UVERBiS“ Bibliothek (m/w/d), EG 9 TV-L, befristet, Teilzeit 50%, Kenn-Nr.: 48-2019						","/stellenangebote/44452","Stellenangebot","5","0,00 %"
"
							Assistenz im Patent- und Markenzentrum, mittlerer Dienst TV-TU, unbefristet, Teilzeit 75%, Kenn-Nr. 509						","/stellenangebote/44460","Stellenangebot","5","0,00 %"
"
							FaMi Bibliothek, unbefristet, 35h Teilzeit, nach TVöD, Kennwort: „Bewerbung Bibliothek“						","/stellenangebote/44488","Stellenangebot","5","0,00 %"
"
							Stellvertretende Bibliotheksleitung, E 9b TV-L, Vollzeit, zwei Jahre befristet						","/stellenangebote/44497","Stellenangebot","5","0,00 %"
"
							Leitende/r Bibliothekar/in, E 9c TVöD (VKA), unbefristet in Vollzeit						","/stellenangebote/44501","Stellenangebot","5","0,00 %"
"
							Library and Documentation Technology Specialist, QE 4,						","/stellenangebote/44546","Stellenangebot","5","0,00 %"
"
							Dipl.-Bibliothekar*in (FH) bzw. Bachelor of Arts Bibliothekswissenschaft oder Medienpädagogen*in, Vollzeit, 9c TVöD, unbefristet						","/stellenangebote/44556","Stellenangebot","5","0,00 %"
"
							Biblio­theks­amt­frau*Biblio­theks­amt­mann – BesGr. A 11 bzw. Biblio­thek­be­schäf­tigte*r (d/m/w) – Ent­gelt­gruppe 9 TV-L Ber­li­ner Hoch­schu­len, unbefristet, Vollzeit, Kenn­zif­fer: UB-652/19						","/stellenangebote/44558","Stellenangebot","5","0,00 %"
"
							Fachangestellte/r für Medien- und Informationsdienste, EG 5 TVöD, Vollzeit, befristet						","/stellenangebote/44587","Stellenangebot","5","0,00 %"
"
							Fachangestellte/r für Medien und Informationsdienste, unbefristet in Vollzeit, nach TVöD						","/stellenangebote/44597","Stellenangebot","5","0,00 %"
"
							Bibliotheksleitung (m/w/d), A 9/E 9, unbefristet, Kennziffer 19144						","/stellenangebote/44616","Stellenangebot","5","0,00 %"
"
							Fachangestellte/r für Medien- und Informationsdienste (w/m/d), E 5, befristet bis 31.12.2020, in Vollzeit						","/stellenangebote/44622","Stellenangebot","5","0,00 %"
"
							Leitung der Stadtbibliothek (W/M/D), E 14 TVöD, unbefristet in Vollzeit, Kennziffer 19-271						","/stellenangebote/44646","Stellenangebot","5","0,00 %"
"
							Bibliothekar*in (m/w/d), E 9, unbefristet in Teilzeit (50 %), Kennziffer HB 10/19						","/stellenangebote/44652","Stellenangebot","5","0,00 %"
"
							stellvertretende Leitung der Mediathek (m/w/d), unbefristet in Teilzeit (34 Stunden/Woche), nach TVöD – einschließlich einer Leistungszulage						","/stellenangebote/44660","Stellenangebot","5","0,00 %"
"
							Bibliothekar/in (m/w/d) B.A./Diplom, in Vollzeit, E 9b TVöD						","/stellenangebote/44677","Stellenangebot","5","0,00 %"
"
							Diplom-Bibliothekar/in (m, w, d), Teilzeit, befristet, nach TVöD						","/stellenangebote/44679","Stellenangebot","5","0,00 %"
"
							Lead Software Engineer, Vollzeit						","/stellenangebote/44741","Stellenangebot","5","0,00 %"
"
							Bibliothekar/in, E10, Vollzeit, zunächst befristet für ein Jahr, im Bereich OA/FDM						","/stellenangebote/44743","Stellenangebot","5","0,00 %"
"
							Fristverlängerung: Bibliothekarin/Bibliothekar m/w/d (FH-Diplom, Bachelor) im Informationszentrum, E9b TV-L, befristet, Kennziffer tech19106						","/stellenangebote/44749","Stellenangebot","5","0,00 %"
"
							zwei Büchereimitarbeiter/in (m/w/d), unbefristet, Teilzeit mit jeweils 10 Wochenstunden, Entgeltgruppe 2 TVöD						","/stellenangebote/44760","Stellenangebot","5","0,00 %"
"
							Bibliotheksmitarbeiter/in (m/w/d), E 9b TVöD, unbefristet						","/stellenangebote/44762","Stellenangebot","5","0,00 %"
"
							Sachbearbeiter Magazinmanagement (m/w/d), EG 9b TVöD, unbefristet, Vollzeit						","/stellenangebote/44791","Stellenangebot","5","0,00 %"
"
							Bibliothekar*in (m/w/d)  als Lektor*in für das Team „Literatur, Freizeit, Wirtschaft“, E 10 TVöD, Vollzeit, unbefristet, zum 01.12.2019						","/stellenangebote/44793","Stellenangebot","5","0,00 %"
"
							Teamleiterin / Teamleiter Monografien, unbefristet, 80-100%, 40104						","/stellenangebote/44812","Stellenangebot","5","0,00 %"
"
							Fristverlängerung: Bibliothekar/in (m/w/d)  EG 9 TV-L, unbefristet, Vollzeit, Kennziffer 02/B/19						","/stellenangebote/44826","Stellenangebot","5","0,00 %"
"
							Bibliothekar/in (Diplom/Bachelor) bzw. Informationswirt/in (Diplom/Bachelor) (m/w/d), A9 unbefristet in Vollzeit, Nummer: 29389						","/stellenangebote/44828","Stellenangebot","5","0,00 %"
"
							Bibliothekar (m/w/d), TV-L E 9, Vollzeit, befristet bis zum 28.02.2023, Kennziffer 19-43						","/stellenangebote/44840","Stellenangebot","5","0,00 %"
"
							wiss. Bibliothekar/in (w/m/d), E 9 TV-L, befristet bis mind. 31.7.2021 (Elternzeitvertretung), Kennzahl 501						","/stellenangebote/44843","Stellenangebot","5","0,00 %"
"
							Bibliotheksmitarbeiterin/ Bibliotheksmitarbeiter (m/w/d), E 6 TV-L unbefristet, Vollzeit (Teilzeit möglich)						","/stellenangebote/44847","Stellenangebot","5","0,00 %"
"
							Archivar/in (w/m/d), E 9c TVöD bwz. A 10 LBesO A NRW, Teilzeit (50%),						","/stellenangebote/44853","Stellenangebot","5","0,00 %"
"
							Diplom-Bibliothekar/in bzw. Bachelor, unbefristet, 30-Stunden-Woche, nach TVöD						","/stellenangebote/44871","Stellenangebot","5","0,00 %"
"
							Projektmitarbeiter im Archivdienst (w/m/d) in Stuttgart, E 13 TV-L, befristet in Vollzeit, Interamt-ID: 546893						","/stellenangebote/44873","Stellenangebot","5","0,00 %"
"
							Studentische Hilfskraft (m/w/d) (8 Stunden pro Woche), 6 Monate befristet						","/stellenangebote/44881","Stellenangebot","5","0,00 %"
"
							Fachangestellte/-r für Medien- und Informationsdienste (w/m/d – 1 Ausbildungsstelle)						","/stellenangebote/44885","Stellenangebot","5","0,00 %"
"
							Bibliothekar/-in (m/w/d) (A 10 NBesG bzw. E 9 TV-L) in der Abteilung Medienbearbeitung						","/stellenangebote/44889","Stellenangebot","5","0,00 %"
"
							Wissenschaftsmanager/-in (m/w/d) Schwerpunkt Forschungsdaten, bis E 15 TVöD, unbefristet in Vollzeit, Kennziffer 105/2019						","/stellenangebote/44894","Stellenangebot","5","0,00 %"
"
							Mitarbeiter/in (m/w/d) im Bereich Anwendungsbetreuung, TV-L E 9 – E 13, in Vollzeit, 24 Monate befristet, Kennziffer 02 19 06						","/stellenangebote/44898","Stellenangebot","5","0,00 %"
"
							Bibliotheksbeschäftigte/r, E9 TV-L FU, befristet in Vollzeit, Kennung: UB/2019/20						","/stellenangebote/44902","Stellenangebot","5","0,00 %"
"
							Fachangestellte/r für Medien- und Informationsdienste, Fachrichtung Bibliothek od. Dokumentation (m/w/d), EG 5 TVöD (zzgl. einer Personalgewinnungszulage bis zur Höhe von 200 € brutto monatlich), unbefristet in Vollzeit, Kennziffer/Referenzcode: B7506325A-2019-00005102-E						","/stellenangebote/44910","Stellenangebot","5","0,00 %"
"
							Fachangestellte/r für Medien- und Informationsdienste, Fachrichtung Bibliothek / BblAsst (m/w/d), EG 6 TVöD, unbefristet in Vollzeit, Kennziffer/Referenzcode: B750224WA-2019-00006874-E						","/stellenangebote/44914","Stellenangebot","5","0,00 %"
"
							Medieninformatiker Webseitenprüfung auf Barrierefreiheit und Beratung/Schulung, befristet bis 31.12.2020 mit Option auf Entfristung						","/stellenangebote/44932","Stellenangebot","5","0,00 %"
"
							Beschäftigter (m/w/d), Teilzeit, E 5 TV-L HU (Vertretungseinstellung vorauss. befristet bis 31.12.2020), Kennziffer AN/296/19						","/stellenangebote/44952","Stellenangebot","5","0,00 %"
"
							Beschäftigter (m/w/d) in Bibliotheken, E 5 TV-L HU (Vertretungseinstellung befristet vorauss. bis 12.04.2020; Verlängerung ggf. möglich) Kennziffer AN/302/19						","/stellenangebote/44954","Stellenangebot","5","0,00 %"
"
							Bibliotheks- und Informationsmanager/in (B.A.) bzw. Diplom-Bibliothekar/in, zunächst befristet in Teilzeit (50%), nach TVöD						","/stellenangebote/44956","Stellenangebot","5","0,00 %"
"
							Bibliothekar (B.A.) bzw. Diplom-Bibliothekar (m/w/d), nach TVöD						","/stellenangebote/44960","Stellenangebot","5","0,00 %"
"
							Teamleitung (m/w/d) Zeitschriften, A 11 NBesO, unbefristet in Vollzeit (40 Wochenstunden), Nr. 49/2019						","/stellenangebote/44966","Stellenangebot","5","0,00 %"
"
							Bibliothekar (m/w/d), E 9 TVL, befristet für 3 Jahre, DFG-Projekt „Erschließung von Werkbeziehungen in der GND“						","/stellenangebote/44970","Stellenangebot","5","0,00 %"
"
							Ausbildungsplatz zur/zum Fachangestellten für Medien- und Informationsdienste – Fachrichtung Bibliothek (m/w/d)						","/stellenangebote/45006","Stellenangebot","5","0,00 %"
"
							Systemadministrator/-in, bis EG 11, unbefristet, Vollzeit (40 Std/Wo), Teilzeit möglich, Kenn-Nummer 6150-19-03						","/stellenangebote/45014","Stellenangebot","5","0,00 %"
"
							Bibliothekarin/in, E10 TVöD, unbefristet in Vollzeit						","/stellenangebote/45021","Stellenangebot","5","0,00 %"
"
							Law Information Specialist, zunächst für 3 Jahre befristet						","/stellenangebote/45026","Stellenangebot","5","0,00 %"
"
							Documentaliste juridique – FR/ANG – CDI, Vollzeit						","/stellenangebote/45030","Stellenangebot","5","0,00 %"
"
							zwei Bibliotheksangestellte/-r (w/m/d), E6 TV-L, Vollzeit, ein Jahr befristet, Kenn-Nr. 139/2019						","/stellenangebote/45053","Stellenangebot","5","0,00 %"
"
							Kundenbetreuer(m/w/d) Lernräume Schule Bibliothek, unbefristet in Vollzeit						","/stellenangebote/45055","Stellenangebot","5","0,00 %"
"
							Doktorand*in im Bereich Research Data Management (m/w/d), E 13 TV-L, befristet auf drei Jahre, 29,85 Wochenstunden (Teilzeit), Stellenausschreibung Nr. 50/2019						","/stellenangebote/45057","Stellenangebot","5","0,00 %"
"
							FaMI Fachrichtung Bibliothek bzw. Bibliotheksassistent/in (m/w/d), E5 TV-L, befristet in Vollzeit						","/stellenangebote/45065","Stellenangebot","5","0,00 %"
"
							Fachangestellte/n für Medien und Information (w/m/d), Teilzeit 19,5 Wochenarbeitsstunden, befristet bis 31.01.2021, TVöD E 5						","/stellenangebote/45069","Stellenangebot","5","0,00 %"
"
							Bürosachbearbeiter als Bibliotheksfachkraft (w/m/d), E 5 TVöD, unbefristet in Vollzeit, Z1-01123/3-19.30						","/stellenangebote/45071","Stellenangebot","5","0,00 %"
"
							zwei Bibliotheksmitarbeiter/innen für Information und Service, Teilzeit, befristet						","/stellenangebote/45103","Stellenangebot","5","0,00 %"
"
							Bibliothekar*in, Monografien, EG 9 TV-L, befristet für 2 Jahre , Vollzeit, Kenn-Nr. A2-02						","/stellenangebote/45109","Stellenangebot","5","0,00 %"
"
							Mitarbeiter für kulturelle Vermittlungsarbeit (m/w/d), unbefristet, E9c TvöD oder A9 BBesG, Vollzeit (Teilzeit möglich), Kennziffer: 34/19/DEA/1201						","/stellenangebote/45111","Stellenangebot","5","0,00 %"
"
							Studentische Hilfskraft – Fachbereich Wissensmanagement, 15 h / Woche,						","/stellenangebote/45113","Stellenangebot","5","0,00 %"
"
							Ausbildung zur/zum Fachangestellten für Medien- und Informationsdienste, Fachrichtung Information und Dokumentation, nach TVAöD, IRB-2019-4						","/stellenangebote/45115","Stellenangebot","5","0,00 %"
"
							2 Biblio­theks­be­schäf­tigte*r / FaMI (d/m/w), E 6 TV-L, unbefristet, Vollzeit						","/stellenangebote/45147","Stellenangebot","5","0,00 %"
"
							Datenmanager*in (m/w/d), Vergütung nach TV-AVH, befristet für 2 Jahre, Vollzeit						","/stellenangebote/45160","Stellenangebot","5","0,00 %"
"
							mehrere Fachangestellte für Medien- und Informationsdienste, E5 TV-AVH, Teilzeit und Vollzeit						","/stellenangebote/45164","Stellenangebot","5","0,00 %"
"
							Fachinformatiker (m/w/d) (TV-L E9), Vollzeit, befristet bis 15. Januar 2022, Referenznummer: UB-19/19						","/stellenangebote/45170","Stellenangebot","5","0,00 %"
"
							[Fristverlängerung] Bibliothekar/Bibliothekarin (m/w/d), Vollzeit (Aufteilung in zwei Teilzeitstellen ist ggf. möglich), E 9b BG-AT (entsprechend TVöD)						","/stellenangebote/45172","Stellenangebot","5","0,00 %"
"
							hbz: „Bibliothekar/in (m/w/d)“ E9 TV-L, zunächst auf zwei Jahre befristet, Vollzeit (Teilzeit möglich) Kennwort „VR19VERBvx“						","/stellenangebote/45184","Stellenangebot","5","0,00 %"
"
							hbz: „Softwareentwickler/in (m/w/d)“, unbefristet, Vollzeit (Teilzeit möglich), Kennwort „NSWE19v“						","/stellenangebote/45186","Stellenangebot","5","0,00 %"
"
							Fachangestellter (m/w/d) Medien- und Informationsdienste, E 5 TV-L, Vollzeit, zunächst befristet für 2 Jahre						","/stellenangebote/45200","Stellenangebot","5","0,00 %"
"
							Fachangestellte/r für Medien und Informationsdienste (m/w/d) Fachrichtung Bibliothek, unbefristete Vollzeitstelle, nach Entgeltgruppe 6TVöD ausgewiesen, Stellen ID: 544845						","/stellenangebote/45212","Stellenangebot","5","0,00 %"
"
							2 Stellen: Bibliotheksmitarbeiter*in (m/w/d), E 5 TVöD, befristet (Krankheitsvertretung), Kennziffer SBB-IID-11-2019						","/stellenangebote/45214","Stellenangebot","5","0,00 %"
"
							Mehrere Softwareentwickler/-innen (m/w/d), bis zu E 13 TV-L, zunächst befristet auf 2 Jahr, Vollzeit (Teilzeitfähig), Referenznummer 19S45						","/stellenangebote/45218","Stellenangebot","5","0,00 %"
"
							Leiterin und Leiter eines Bücherbusses (w/m/d), E10 TVöD, unbefristet in Voll- oder Teilzeit, Verfahrensnr. 11140						","/stellenangebote/45262","Stellenangebot","5","0,00 %"
"
							Ausbildungsplatz zum Fachangestellten (m/w/d) für Medien- und Informationsdienste, Fachrichtung Bibliothek, Kennziffer 58N19A						","/stellenangebote/45264","Stellenangebot","5","0,00 %"
"
							Sachbearbeiter/in (m/w/d) für die Vergabestelle, Beamtin/Beamter – Besoldungsgr. A9 oder TV-L E9, unbefristet, Vollzeit, Kennziffer 05 19 10						","/stellenangebote/45270","Stellenangebot","5","0,00 %"
"
							Fachkraft für Medien- und Informationsdienste / Assistenzkraft an Bibliotheken, unbefristet, E 6 TV-L, Teilzeit 75%						","/stellenangebote/45277","Stellenangebot","5","0,00 %"
"
							Bibliothekar (w/m/d) für die Leitung des Services- und Benutzungsbereiches, unbefristet, Vollzeit, bis E 9						","/stellenangebote/45281","Stellenangebot","5","0,00 %"
"
							Fristverlängerung: Bibliothekar/in (m/w/d), EG 9 TV-L, (zunächst) befristet bis zum 31.12.2022, Teilzeit, Kennziffer 03/B/19						","/stellenangebote/45302","Stellenangebot","5","0,00 %"
"
							Projektmitarbeiter/in für den Fachinformationsdienst Geschichtswissenschaft (m/w/d), TV-L E 13, Vollzeit, 24 Monate befristet, Kennziffer 14 19 09						","/stellenangebote/45317","Stellenangebot","5","0,00 %"
"
							Marketing Associate mit Spezialisierung auf den Energiesektor (m/w/d),  E 12 oder 13 TV-L, auf zwei Jahre befristet in Vollzeit (39,8 Wochenstunden), Nr. 51/2019						","/stellenangebote/45322","Stellenangebot","5","0,00 %"
"
							Bibliothekar*in in der Medienbearbeitung, E 9 TV-L, befristet						","/stellenangebote/45324","Stellenangebot","5","0,00 %"
"
							Informatiker/in (m/w/d), TV-L E 13, Teilzeit 85%, befristet 3,5 Jahre, Kennziffer 2019_22						","/stellenangebote/45332","Stellenangebot","5","0,00 %"
"
							Diplom-Bibliothekarin in Teilzeit, mit abgeschlossenem Studium und Berufserfahrung (Erschließung nach RAK, Bestandsaufbau und -pflege), Vergütung?						","/stellenangebote/45334","Stellenangebot","5","0,00 %"
"
							Postdoktoranden (m/w/d) für die Forschungsgruppe Scientific Data Management, E 13 TV-L, auf zwei Jahre befristet in Vollzeit (39,8 Wochenstunden), 52/2019						","/stellenangebote/45353","Stellenangebot","5","0,00 %"
"
							Ausbildungsplatz zur bzw. zum Fachangestellten für Medien- und Informationsdienste (m/w/d) – Fachrichtung Bibliothek, Kennziffer 1092-2019						","/stellenangebote/45357","Stellenangebot","5","0,00 %"
"
							Projektmitarbeiter(in) für Bilderkennung frühneuzeitlicher Porträtgrafik, E13 TV-L, befristet für 3 Jahre						","/stellenangebote/45359","Stellenangebot","5","0,00 %"
"
							Bibliotheksbeschäftigte/r (m/w/d), E 9 Fgr. 1 TV-L Berliner Hochschulen, Teilzeit 50% unbefristet, 25% befristete Aufstockung						","/stellenangebote/45361","Stellenangebot","5","0,00 %"
"
							Fachangestellte/r für Medien- und Informationsdienste (m/w/d) Fachrichtung Bibliothek, Vollzeit, zunächst auf 2 Jahre befristet, die Stelle ist jedoch dauerhaft geplant						","/stellenangebote/45363","Stellenangebot","5","0,00 %"
"
							Bibliotheksangestellte/r, E 6 TVöD, befristet in Vollzeit, KNr.: 31/19						","/stellenangebote/45365","Stellenangebot","5","0,00 %"
"
							Sachbearbeitung Bibliothek und Publikationen, EG 9b TVöD-Bund, Teilzeit 50%, unbefristet, Kennziffer: 2019-BIB-02						","/stellenangebote/45387","Stellenangebot","5","0,00 %"
"
							Informatiker/Informationswissenschaftler (w/m/d), E 13 TV-L, Vollzeit						","/stellenangebote/45397","Stellenangebot","5","0,00 %"
"
							Leiter_in (w/m/d) der Stadtteilbibliothek Sossenheim (Bibliotheksangestellte_r), unbefristet in Vollzeit oder Teilzeit, EGr. 9c TVöD						","/stellenangebote/45401","Stellenangebot","5","0,00 %"
"
							Leitung der Mittelpunktbibliothek (m/w/d), Vollzeit, unbefristet, A12/ E09 TV-L, Neubewertung angestrebt						","/stellenangebote/45403","Stellenangebot","5","0,00 %"
"
							Linux-Systemadministrator (m/w/d), E 9, unbefristet in Voll- oder Teilzeit						","/stellenangebote/45407","Stellenangebot","5","0,00 %"
"
							hbz: „Softwareentwickler/in (m/w/d)“ bis E13 TV-L, befristet, 75%, Kennwort „BMS19SWEvx“						","/stellenangebote/45432","Stellenangebot","5","0,00 %"
"
							Bibliothekar/in (w/m/d), E 10 TVöD, unbefristet, Vollzeit, Teilziet möglich, Kennziffer: 2418/2019						","/stellenangebote/45434","Stellenangebot","5","0,00 %"
"
							Fachangestellte/n für Medien- und  Informationsdienste (m/w/d), unbefristet, Vollzeit, Entgeltgruppe 6 TVöD (Bund), Tarifgebiet West						","/stellenangebote/45436","Stellenangebot","5","0,00 %"
"
							Bibliothekarin / Bibliothekar (m/w/d), E9 TV-H, Vollzeit, davon 35 Std./Woche unbefristet						","/stellenangebote/45438","Stellenangebot","5","0,00 %"
